ID,QC_LEVEL,INFO_SOURCE,CONTACT,ORGANISATION,ORGANISATION_ID,NO_REVISION,PERSON_REVISION,TIME_EVENT,TIME_CREATION,TIME_LAST_REVISION,TIME_ACCURACY,COUNTRY,STATE,PLACE,PLACE_LOCAL_LANGUAGE,DETAILED_LOCATION,LATITUDE,LONGITUDE,PLACE_ACCURACY,SURFACE_INITIAL_LOCATION,SURFACE_CROSSED,TYPE_EVENT,PRECIPITATION_AMOUNT,MAX_6_HOUR_PRECIP,MAX_12_HOUR_PRECIP,MAX_24_HOUR_PRECIP,CONVECTIVE,TOTAL_DURATION,EXCEPT_ELEC_PHENOM,NO_INJURED,NO_KILLED,EVENT_DESCRIPTION,EXT_URL,REFERENCE,IMPACTS,CREATOR_ID,REVISOR_ID,LINK_ORG,LINK_ID,DELETED
84427,QC0+,"WWW,GOV,WXSVC","Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-06-24 19:20:00,2021-09-10 18:09:45,2021-09-10 18:09:45,15M,PL,Śląskie,Cieszyn (Kamieniec),,,49.775,18.609,1KM,,LAND,PRECIP,28.1,,,,,0.5,0.0,,,"Automatic IMGW-PIB weather station in Cieszyn (249180550) recorded a rain amount of 28.1 mm in 30 minutes (18:50-19:20 UTC), 25.6 mm in 20 minutes (18:50-19:10 UTC) and 19 mm in 10 minutes (19:00-19:10 UTC) during passage of a thunderstorm.",https://hydro.imgw.pl/?fbclid=IwAR3_jrcK1I9rXTKdauQQREWcGeCMaT5ee_W-7yVusqI4viynI1KNeaNXEuo#station/meteo/249180550 https://danepubliczne.imgw.pl/,"Hydro IMGW-PIB (Institute of Meteorology and Water Management - National Research Institute)  IMGW-PIB public data, date of access: 10 SEP 2021.",,VOP_Laskowski,VOP_Laskowski,ESSL,84427.0,N
82393,QC1,WWW,"Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-06-24 19:15:00,2021-07-03 10:25:09,2021-07-03 10:25:09,15M,PL,Opolskie,Kietrz,,,50.079,18.002,3KM,,LAND,PRECIP,,,,,,,0.0,,,Local floodings (flooded streets and properties) were reported after passage of a thunderstorm. Local firefighting units intervened at least 13 times in the city. Time of the event was based on IMGW-PIB radar data.,https://opole-news.pl/nawalnice-w-regionie-najbardziej-ucierpial-powiat-glubczycki/ https://www.facebook.com/strazglubczyce/posts/4306498262733897,"""""NAWAŁNICE W REGIONIE. NAJBARDZIEJ UCIERPIAŁ POWIAT GŁUBCZYCKI"""", Opole News, 25 JUN 2021.  Komenda Powiatowa Państwowej Straży Pożarnej w Głubczycach (on Facebook), 25 JUN 2021.",T1H7,VOP_Laskowski,VOP_Laskowski,ESSL,82393.0,N
82395,QC1,WWW,"Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-06-24 19:10:00,2021-07-03 10:26:42,2021-07-03 10:26:42,15M,PL,Opolskie,Dzierżysław,,,50.047,17.967,1KM,,LAND,PRECIP,,,,,,,0.0,,,Local floodings (flooded properties) were reported after passage of a thunderstorm. Local firefighting units intervened at least 4 times in the village. Time of the event was based on IMGW-PIB radar data.,https://opole-news.pl/nawalnice-w-regionie-najbardziej-ucierpial-powiat-glubczycki/ https://www.facebook.com/strazglubczyce/posts/4306498262733897,"""""NAWAŁNICE W REGIONIE. NAJBARDZIEJ UCIERPIAŁ POWIAT GŁUBCZYCKI"""", Opole News, 25 JUN 2021.  Komenda Powiatowa Państwowej Straży Pożarnej w Głubczycach (on Facebook), 25 JUN 2021.",H7,VOP_Laskowski,VOP_Laskowski,ESSL,82395.0,N
82538,QC0+,"WWW,DMGEYEWTN,DMGPHOTO,GOV","Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-06-24 19:00:00,2021-07-04 11:10:00,2021-07-04 11:10:00,15M,PL,Śląskie,Kamieniec,,,50.403,18.712,1KM,,LAND,PRECIP,,,,,,,0.0,,,Local floodings (flooded cellars) were reported after passage of a thunderstorm. Time of the event was based on IMGW-PIB radar data.,https://www.facebook.com/permalink.php?story_fbid=4141259892622334&id=170690693012627 https://www.facebook.com/ospwieszowa/posts/3854826857963077,"Ochotnicza Straż Pożarna Wieszowa (on Facebook), 26 JUN 2021.  Ochotnicza Straż Pożarna Zbrosławice (on Facebook), 04 JUL 2021.",H7H8,VOP_Laskowski,VOP_Laskowski,ESSL,82538.0,N
82392,QC1,WWW,"Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-06-24 19:00:00,2021-07-03 10:16:07,2021-07-03 10:16:07,1H,PL,Śląskie,Cieszyn,,,49.748,18.638,3KM,,LAND,PRECIP,,,,,,,0.0,,,Local floodings (flooded streets and properties) were reported after passage of a long-lasting thunderstorm. Time of the event was based on IMGW-PIB radar data.,https://www.radiobielsko.pl/wiadomosci/nad-regionem-szalala-burza-ponad-100-interwencji-aktualizacja/48701 https://www.radio90.pl/blisko-60-interwencji-strazakow-w-regionie-po-nocnych-burzach.html,"""""NAD REGIONEM SZALAŁA BURZA. PONAD 100 INTERWENCJI! [AKTUALIZACJA]"""", Radio Bielsko, 25 JUN 2021.  """"Blisko 60 interwencji strażaków w regionie po nocnych burzach"""", Radio90, 25 JUN 2021.",T1H7,VOP_Laskowski,VOP_Laskowski,ESSL,82392.0,N
82537,QC1,"WWW,DMGEYEWTN,DMGPHOTO,GOV","Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-06-24 18:55:00,2021-07-04 11:05:45,2021-07-04 11:05:45,15M,PL,Śląskie,Przezchlebie,,,50.367,18.681,1KM,,LAND,PRECIP,,,,,,,0.0,,,Local floodings (flooded properties) were reported after passage of a thunderstorm. Time of the event was based on IMGW-PIB radar data.,https://tarnogorski.info/przez-gmine-zbroslawice/,"""""Nawałnica nad gminą Zbrosławice. Zalane piwnice, podtopienia i zerwany dach"""", 25 JUN 2021.",H7H8,VOP_Laskowski,VOP_Laskowski,ESSL,82537.0,N
12260,QC1,WXSVC,Tomáš Prouza (AMS),,,1,ESSL,2021-06-24 18:40:00,2021-06-25 09:38:44,2021-06-25 09:38:44,5M,CZ,Vysočina,Kadov,,CHMI rain gauge,49.635,16.076,1KM,,LAND,PRECIP,30.2,,,,,0.5,0.0,,,torrential rain during thunderstorm,,"Hlásná a předpovědní povodňová služba (HPPS), CHMI, 25 JUN 2021",,VON_AMS,VON_AMS,ESSL,12260.0,N
82419,QC1,WWW,"Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-06-24 18:40:00,2021-07-03 12:25:48,2021-07-03 12:25:48,15M,PL,Śląskie,Zabrze,,,50.311,18.775,3KM,,LAND,PRECIP,,,,,,,0.0,,,Local floodings (flooded streets and properties) were reported after passage of a thunderstorm with heavy rain. Several dozen interventions related to floodings were recorded. Time of the event was based on IMGW-PIB radar data.,"https://zabrze.com.pl/i,70-interwencji-zalane-piwnice-posesje-i-polamane-drzewa--to-skutki-nawalnicy-w-zabrzu,200274,940806.html","""""70 interwencji, zalane piwnice, posesje i połamane drzewa - to skutki nawałnicy w Zabrzu"""", Zabrze.com.pl, 25 JUN 2021.",T1H7H8,VOP_Laskowski,VOP_Laskowski,ESSL,82419.0,N
82539,QC1,"WWW,DMGEYEWTN,DMGPHOTO","Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-06-24 18:40:00,2021-07-04 11:16:31,2021-07-04 11:16:31,15M,PL,Śląskie,Gliwice,,,50.293,18.667,1KM,,LAND,PRECIP,,,,,,,0.0,,,"Numerous floodings (flooded cellars, streets, local areas) were reported in the center area of the city after passage of a thunderstorm. Time of the event was based on IMGW-PIB radar data.",https://www.24gliwice.pl/wiadomosci/blisko-300-zgloszen-interwencji-do-psp-utrudnienia-w-ruchu-nad-gliwicami-przeszly-gwaltowne-burze/?fbclid=IwAR1S_HYUleGKXytydseAA6KUxM9jghQc7e8kugzq350D3ixTtpN7P3Fakz0 https://www.facebook.com/24gliwice/posts/4196943770352397 https://www.facebook.com/twojegliwice/posts/2274876735976417 https://www.facebook.com/twojegliwice/posts/2275292812601476 https://www.facebook.com/twojegliwice/posts/2274853365978754 https://www.facebook.com/twojegliwice/posts/2274818252648932 https://www.facebook.com/twojegliwice/posts/2274807459316678,"""""Blisko 300 zgłoszeń do PSP, utrudnienia w ruchu. Trwa usuwanie skutków burz nad Gliwicami"""", 24gliwice, 25 JUN 2021.  Eyewitness report via 24gliwice (on Facebook), 24 JUN 2021.  Eyewitness report via Twoje Gliwice (on Facebook), 24-25 JUN 2021.  ",T1H7H8,VOP_Laskowski,VOP_Laskowski,ESSL,82539.0,N
82543,QC1,"WWW,DMGEYEWTN,DMGPHOTO,GOV","Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-06-24 18:30:00,2021-07-04 11:45:21,2021-07-04 11:45:21,30M,PL,Śląskie,Gliwice (Sośnica),,,50.293,18.735,1KM,,LAND,PRECIP,,,,,,,0.0,,,Local floodings (flooded streets and properties) were reported after passage of a thunderstorm. Time of the event was based on IMGW-PIB radar data.,https://www.facebook.com/24gliwice/posts/4196943770352397?comment_id=4197262600320514,"Eyewitness report via 24gliwice (on Facebook), 24 JUN 2021.",T1H7,VOP_Laskowski,VOP_Laskowski,ESSL,82543.0,N
84416,QC0+,"WWW,GOV,WXSVC","Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-06-24 18:20:00,2021-09-10 06:01:34,2021-09-10 06:01:34,15M,PL,Łódzkie,Przedbórz,,,51.091,19.872,1KM,,LAND,PRECIP,46.2,,,,,1.67,0.0,,,"Automatic IMGW-PIB weather station in Przedbórz (251190160) recorded a rain amount of 46.2 mm in 100 minutes (16:40-18:20 UTC), 45.1 mm in 90 minutes (16:40-18:10 UTC), 43.9 mm in 80 minutes (16:40-18:00 UTC), 41.7 mm in 70 minutes (16:40-17:50 UTC), 38.5 mm in 60 minutes (16:40-17:40 UTC), 34.6 mm in 50 minutes (16:40-17:30 UTC), 32.2 mm in 40 minutes (16:40-17:20 UTC), 29.9 mm in 30 minutes (16:40-17:10 UTC), 21.7 mm in 20 minutes (16:50-17:10 UTC), 11.4 mm in 10 minutes (17:00-17:10 UTC) during passage of a thunderstorm.",https://hydro.imgw.pl/?fbclid=IwAR3_jrcK1I9rXTKdauQQREWcGeCMaT5ee_W-7yVusqI4viynI1KNeaNXEuo#station/meteo/251190160 https://danepubliczne.imgw.pl/,"Hydro IMGW-PIB (Institute of Meteorology and Water Management - National Research Institute)  IMGW-PIB public data, date of access: 10 SEP 2021.",,VOP_Laskowski,VOP_Laskowski,ESSL,84416.0,N
84399,QC0+,"WWW,GOV,WXSVC","Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-06-24 18:00:00,2021-09-08 17:19:10,2021-09-08 17:19:10,15M,PL,Łódzkie,Silniczka,,,50.922,19.758,1KM,,LAND,PRECIP,51.5,,,,,1.33,0.0,,,"Automatic IMGW-PIB weather station in Silniczka (250190030) recorded a rain amount of 51.5 mm in 80 minutes (16:40-18:00 UTC), 50.8 mm in 70 minutes (16:50-18:00 UTC), 48.5 mm in 60 minutes (16:50-17:50 UTC), 42 mm in 50 minutes (16:50-17:40 UTC), 39.8 mm in 40 minutes (16:50-17:30 UTC), 35.8 mm in 30 minutes (16:50-17:20 UTC), 26.5 mm in 20 minutes (17:00-17:20 UTC), 14.2 mm in 10 minutes (17:10-17:20 UTC) during passage of a thunderstorm.",https://hydro.imgw.pl/?fbclid=IwAR3_jrcK1I9rXTKdauQQREWcGeCMaT5ee_W-7yVusqI4viynI1KNeaNXEuo#station/meteo/250190030 https://danepubliczne.imgw.pl/,"Hydro IMGW-PIB (Institute of Meteorology and Water Management - National Research Institute)  IMGW-PIB public data, date of access: 08 SEP 2021.",,VOP_Laskowski,VOP_Laskowski,ESSL,84399.0,N
12258,QC1,WXSVC,Tomáš Prouza (AMS),,,1,ESSL,2021-06-24 17:30:00,2021-06-25 09:32:35,2021-06-25 09:32:35,5M,CZ,Vysočina,Třešť,,CHMI rain gauge,49.293,15.474,1KM,,LAND,PRECIP,36.4,,,,,1.0,0.0,,,torrential rain during thunderstorm,,"Hlásná a předpovědní povodňová služba (HPPS), CHMI, 25 JUN 2021",,VON_AMS,VON_AMS,ESSL,12258.0,N
82372,QC0+,WWW,"Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,2,ESSL,2021-06-24 17:00:00,2021-07-03 07:58:05,2021-07-03 08:03:52,1H,PL,Małopolskie,Wolbrom,,,50.385,19.763,3KM,,LAND,PRECIP,,,,,,,0.0,,,Flooded properties were reported after passage of several thunderstorms with a heavy rainfall. Time of the event was based on IMGW-PIB radar data.,https://przeglad.olkuski.pl/grad-robil-dziury-w-dachach/?fbclid=IwAR3XrJf2nQolofXJLaF-Y5iaPBu5SizVdz9KKlKgR_9_g3n55qD6wTRAy78,"""""Grad robił dziury w dachach"""", Przegląd Olkuski, 25 JUN 2021.",H7,VOP_Laskowski,VOP_Laskowski,ESSL,82372.0,N
4983,QC1,"WWW,NWSP,EVTPHOTO",Gabriel Strommer (ESWD management),,,2,ESSL,2021-06-24 16:45:00,2021-09-19 21:02:45,2021-09-19 21:06:19,30M,CH,Aargau,Aarau - Bahnhof,,,47.392,8.053,1KM,,LAND,PRECIP,,,,,,,0.0,,,railway station and shops in underpass flooded,https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern https://www.srf.ch/news/schweiz/anhaltende-gewitter-naechste-unwetterfront-unterwegs-bahnhof-aarau-unter-wasser,"Nächste Unwetterfront unterwegs – Bahnhof Aarau unter Wasser, SRF, 24 June 2021. Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",,Gabriel,Gabriel,ESSL,4983.0,N
4986,QC1,"WWW,NWSP",Gabriel Strommer (ESWD management),,,4,ESSL,2021-06-24 16:40:00,2021-09-19 21:29:41,2021-09-19 21:56:45,30M,CH,Aargau/Solothurn,Erlinsbach,,,47.405,8.007,3KM,,LAND,PRECIP,,,,,,,0.0,,,fire department(s) came into action multiple/many times,https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern,"Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",,Gabriel,Gabriel,ESSL,4986.0,N
4989,QC1,"WWW,NWSP",Gabriel Strommer (ESWD management),,,3,ESSL,2021-06-24 16:30:00,2021-09-19 22:01:01,2021-09-19 22:03:52,30M,CH,Solothurn,Schönenwerd,,,47.37,8.005,3KM,,LAND,PRECIP,,,,,,,0.0,,,fire department(s) came into action multiple/many times,https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern,"Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",,Gabriel,Gabriel,ESSL,4989.0,N
4990,QC1,"WWW,NWSP",Gabriel Strommer (ESWD management),,,2,ESSL,2021-06-24 16:30:00,2021-09-19 22:06:53,2021-09-19 22:08:10,30M,CH,,Niedergösgen,,,47.373,7.985,3KM,,LAND,PRECIP,,,,,,,0.0,,,fire department(s) came into action multiple/many times,https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern,"Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",,Gabriel,Gabriel,ESSL,4990.0,N
4984,QC1,"WWW,NWSP",Gabriel Strommer (ESWD management),,,4,ESSL,2021-06-24 16:15:00,2021-09-19 21:16:37,2021-09-19 22:14:57,1H,CH,Aargau / Solothurn,Aargau / Solothurn Region,,,47.34,7.98,20KM,,LAND,PRECIP,,,,,,,0.0,0.0,0.0,"roads and cellars flooded, fire departments came into action many times",https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern,"Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",H7,Gabriel,Gabriel,ESSL,4984.0,N
4987,QC1,"WWW,NWSP",Gabriel Strommer (ESWD management),,,1,ESSL,2021-06-24 15:45:00,2021-09-19 21:39:58,2021-09-19 21:39:58,1H,CH,Aargau,Brittnau,,,47.26,7.947,3KM,,LAND,PRECIP,,,,,,,0.0,,,fire department(s) came into action multiple/many times,https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern,"Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",,Gabriel,Gabriel,ESSL,4987.0,N
4988,QC1,"WWW,NWSP",Gabriel Strommer (ESWD management),,,1,ESSL,2021-06-24 15:45:00,2021-09-19 21:45:40,2021-09-19 21:45:40,1H,CH,Aargau,Vordemwald,,,47.276,7.901,3KM,,LAND,PRECIP,,,,,,,0.0,,,fire department(s) came into action multiple/many times,https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern,"Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",,Gabriel,Gabriel,ESSL,4988.0,N
4991,QC0+,"WWW,NWSP",Gabriel Strommer (ESWD management),,,1,ESSL,2021-06-24 15:45:00,2021-09-19 22:25:39,2021-09-19 22:25:39,1H,CH,Luzern,Reiden,,,47.247,7.971,3KM,,LAND,PRECIP,,,,,,,0.0,,,fire department(s) came into action multiple/many times,https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern,"Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",,Gabriel,Gabriel,ESSL,4991.0,N
4992,QC0+,"WWW,NWSP",Gabriel Strommer (ESWD management),,,1,ESSL,2021-06-24 15:45:00,2021-09-19 22:25:54,2021-09-19 22:25:54,1H,CH,,Pfaffnau,,,47.233,7.9,3KM,,LAND,PRECIP,,,,,,,0.0,,,fire department(s) came into action multiple/many times,https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern,"Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",,Gabriel,Gabriel,ESSL,4992.0,N
4993,QC0+,"WWW,NWSP",Gabriel Strommer (ESWD management),,,1,ESSL,2021-06-24 15:45:00,2021-09-19 22:27:31,2021-09-19 22:27:31,1H,CH,Luzern,Roggliswil,,,47.21,7.88,3KM,,LAND,PRECIP,,,,,,,0.0,,,fire department(s) came into action multiple/many times,https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern,"Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",,Gabriel,Gabriel,ESSL,4993.0,N
4994,QC0+,"WWW,NWSP",Gabriel Strommer (ESWD management),,,1,ESSL,2021-06-24 15:45:00,2021-09-19 22:30:59,2021-09-19 22:30:59,1H,CH,Luzern,Wikon,,,47.263,7.968,3KM,,LAND,PRECIP,,,,,,,0.0,,,fire department(s) came into action multiple/many times,https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern,"Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",,Gabriel,Gabriel,ESSL,4994.0,N
4995,QC0+,"WWW,NWSP",Gabriel Strommer (ESWD management),,,1,ESSL,2021-06-24 15:45:00,2021-09-19 22:35:19,2021-09-19 22:35:19,1H,CH,Luzern,Altbüron,,,47.183,7.88,3KM,,LAND,PRECIP,,,,,,,0.0,,,fire department(s) came into action multiple/many times,https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern,"Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",,Gabriel,Gabriel,ESSL,4995.0,N
4996,QC1,"WWW,NWSP",Gabriel Strommer (ESWD management),,,1,ESSL,2021-06-24 15:45:00,2021-09-19 22:39:55,2021-09-19 22:39:55,1H,CH,Luzern,Northern parts of Luzern Region,,,47.223,7.93,10KM,,LAND,PRECIP,,,,,,,0.0,,,"roads and cellars flooded, fire departments came into action many times",https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern,"Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",H7,Gabriel,Gabriel,ESSL,4996.0,N
16754,QC1,"WWW,NWSP",Gabriel Strommer (ESWD management),,,2,ESSL,2021-06-24 15:30:00,2021-06-24 20:52:43,2021-06-24 20:53:43,1H,AT,Niederösterreich,Hollabrunn,,,48.65,16.06,20KM,,LAND,PRECIP,,,,,,,0.0,,,several cellars flooded,https://noe.orf.at/stories/3109927/,"Schwere Schäden nach Unwettern und Hagel, ORF Niederösterreich, 24 June 2021. RAD",H7,Gabriel,Gabriel,ESSL,16754.0,N
16773,QC1,"WWW,NWSP,EVTPHOTO",Gabriel Strommer (ESWD management),,,2,ESSL,2021-06-24 15:30:00,2021-06-25 09:19:00,2021-06-25 09:19:44,1H,AT,Niederösterreich,Frauenhofen,,,48.667,15.63,1KM,,LAND,PRECIP,,,,,,,0.0,,,cars stuck in flooded underpass,https://www.bvz.at/in-ausland/hagel-und-sturm-unwetter-im-wald-weinviertel-hotspot-schrattenberg-niederoesterreich-sturm-unwetter-feuerwehr-278979502,"Unwetter im Wald- & Weinviertel: Hotspot Schrattenberg, BVZ.at, 25 Jun 2021. RAD.",T1,Gabriel,Gabriel,ESSL,16773.0,N
16785,QC1,"WWW,NWSP",Gabriel Strommer (ESWD management),,,2,ESSL,2021-06-24 15:30:00,2021-06-25 14:59:36,2021-06-25 15:01:10,1H,AT,Niederösterreich,Mühlfeld,,,48.645,15.647,3KM,,LAND,PRECIP,,,,,,,0.0,,,"streets flooded, road to Horn closed",https://www.noen.at/horn/grosse-schaeden-bezirk-horn-40-wehren-bei-hagelunwettern-im-einsatz-bezirk-horn-redaktionsfeed-hagel-unwetterschaeden-redaktion-278998338,"Bezirk Horn: 40 Wehren bei Hagelunwettern im Einsatz, NÖN, 25 June 2021.",T1,Gabriel,Gabriel,ESSL,16785.0,N
12257,QC1,WXSVC,Tomáš Prouza (AMS),,,1,ESSL,2021-06-24 15:20:00,2021-06-25 09:27:11,2021-06-25 09:27:11,5M,CZ,Středočeský kraj,Kounov,,CHMI rain gauge,50.212,13.675,1KM,,LAND,PRECIP,42.9,,,,,0.5,0.0,,,torrential rain during supercell passage,,"Hlásná a předpovědní povodňová služba (HPPS), CHMI, 25 JUN 2021",,VON_AMS,VON_AMS,ESSL,12257.0,N
17281,QC1,"WWW,NWSP",Gabriel Strommer (ESWD management),,,2,ESSL,2021-06-24 15:10:00,2021-09-15 10:43:48,2021-09-15 10:44:43,30M,AT,Oberösterreich,Linz-Innenstadt,,,48.305,14.29,3KM,,LAND,PRECIP,,,,,,,0.0,,,garages flooded,"https://www.nachrichten.at/oberoesterreich/so-etwas-habe-ich-in-meinem-leben-noch-nie-gesehen;art4,3418665","Unwetterserie ging weiter: """"So etwas habe ich noch nie gesehen"""", OÖ Nachrichten, 25 June 2021. RAD.",,Gabriel,Gabriel,ESSL,17281.0,N
4997,QC1,"WWW,NWSP",Gabriel Strommer (ESWD management),,,2,ESSL,2021-06-24 15:00:00,2021-09-21 12:01:19,2021-09-21 12:06:40,3H,CH,,Interlaken,,,46.695,7.87,20KM,,LAND,PRECIP,,,,,,,0.0,,,"several land slides, train service interrupted",https://www.srf.ch/news/schweiz/heftige-gewitter-wieder-ueberschwemmungen-unwetter-in-luzern-aargau-und-bern,"Wieder Überschwemmungen: Unwetter in Luzern, Aargau und Bern, SRF, 25 June 2021. RAD.",T4E1,Gabriel,Gabriel,ESSL,4997.0,N
185741,QC1,"NWSP,EYEWTN,DMGEYEWTN,DMGPHOTO",Thilo Kühne (ESWD management/ESSL Team),,,1,ESSL,2021-06-24 13:00:00,2021-06-25 11:19:54,2021-06-25 11:19:54,15M,DE,Baden-Württemberg,Rohrbach,,,49.253,8.906,3KM,,LAND,PRECIP,,,,,,,0.0,,,,"https://www.rnz.de/nachrichten/sinsheim_artikel,-sinsheim-diesmal-traf-das-unwetter-rohrbach-update-plus-fotogalerie-_arid,694246.html","""""Diesmal traf das Unwetter Rohrbach (Update plus Fotogalerie)"""", RHEIN-NECKAR-ZEITUNG, 24 JUN 2021; RAD;",H7H8,Thilo,Thilo,ESSL,185741.0,N
82511,QC1,"WWW,DMGEYEWTN,DMGPHOTO","Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,2,ESSL,2021-06-24 06:00:00,2021-07-04 08:32:15,2021-07-04 08:32:38,30M,PL,Łódzkie,Piotrków Trybunalski,,,51.408,19.69,3KM,,LAND,PRECIP,,,,,,,0.0,,,Local floodings (flooded streets and properties) were reported after passage of a multicell thunderstorm (mesoscale convective system). Time of the event was based on IMGW-PIB radar data.,"https://piotrkowtrybunalski.naszemiasto.pl/burza-nad-piotrkowem-24062021-ulewny-deszcz-zalal-budynki-i/ar/c1-8338938 https://epiotrkow.pl/news/Ulewa-sparalizowala-Piotrkow-(FILM),44129 https://cdn.e-piotrkow.pl/image.php?f=multimedia/foto/373bab87c3341fd53612bdb60ad9b2ab.jpg&s=770,770","""""Burza nad Piotrkowem 24.06.2021. Ulewny deszcz zalał budynki i ulice ZDJĘCIA"""", Piotrków Trybunalski Naszemiasto, 24 JUN 2021.  """"Ulewa sparaliżowała Piotrków (FILM)"""", epiotrkow.pl, 24 JUN 2021.",T1H7H8V1,VOP_Laskowski,VOP_Laskowski,ESSL,82511.0,N
84418,QC0+,"WWW,GOV,WXSVC","Igor Laskowski (Voluntary Observer Person, Member of Skywarn Polska)",Skywarn Poland,,1,ESSL,2021-06-24 04:30:00,2021-09-10 16:07:45,2021-09-10 16:07:45,15M,PL,Łódzkie,Osjaków,,,51.283,18.783,1KM,,LAND,PRECIP,28.5,,,,,0.67,0.0,,,"Automatic IMGW-PIB weather station in Osjaków (251180160) recorded a rain amount of 28.5 mm in 40 minutes (03:50-04:30 UTC), 26.3 mm in 30 minutes (03:50-04:20 UTC), 21.1 mm in 20 minutes (04:00-04:20 UTC), 15.9 mm in 10 minutes (04:00-04:10 UTC) during passage of a thunderstorm.",https://hydro.imgw.pl/?fbclid=IwAR3_jrcK1I9rXTKdauQQREWcGeCMaT5ee_W-7yVusqI4viynI1KNeaNXEuo#station/meteo/251180160 https://danepubliczne.imgw.pl/,"Hydro IMGW-PIB (Institute of Meteorology and Water Management - National Research Institute)  IMGW-PIB public data, date of access: 10 SEP 2021.",,PUBLIC,PUBLIC,ESSL,84418.0,N
